city,自然风光,历史文化,主题乐园,城市观光,美食文化,海滨休闲,休闲康养,户外运动,宗教信仰,节庆民俗,province,pinyin,abbr,latitude,longitude
台南市,四草绿色隧道（台版迷你亚马逊河，红树林形成的绿色水道，可乘竹筏观赏生态）/七股盐山（台湾最大的人造盐山，可体验盐业文化，冬季有候鸟观赏）/乌山头水库（珊瑚潭景观，日治时期水利工程，可划船欣赏湖光山色）,安平古堡（台湾最古老的城堡，曾是荷兰人统治台湾的中心，现为重要历史遗迹）/赤崁楼（台湾一级古迹，融合中式与荷兰建筑风格，见证台南历史发展）/台南孔庙（全台最早的文庙，有"全台首学"之称，保留完整儒家文化建筑群）/奇美博物馆（台湾馆藏最丰富的私人博物馆，展示西洋艺术、乐器与兵器等）,十鼓仁糖文创园区（由糖厂改造的文创园区，有高空滑梯、击鼓体验等互动设施）,安平树屋（榕树与废弃仓库共生的奇特景观，展现自然与建筑的融合）/林百货（台南首座百货公司，日治时期建筑，现为文创商场）/蓝晒图文创园区（由老宿舍改造的文创区，保留蓝色壁画，聚集设计师工作室）/台南运河（日治时期开凿的运河，沿岸有自行车道，夜晚灯光浪漫）/神农街（保留清代街道风貌，老屋改造为艺文空间，夜晚氛围怀旧）,花园夜市（台南最大夜市，每周四、六、日营业，汇集数百种台湾小吃）/国华街美食街（台南美食集中地，知名小吃如碗粿、鳝鱼意面、牛肉汤等）,,关子岭温泉（台湾罕见泥浆温泉，具有养颜美容功效，周边有红叶公园）,,大天后宫（台湾最早的妈祖庙，列为国定古迹，香火鼎盛）/南鲲鯓代天府（台湾王爷庙总庙，占地广阔，建筑华丽，每年举办王船祭）/鹿耳门圣母庙（台湾规模最大的妈祖庙之一，建筑宏伟，每年举办元宵花灯展）,盐水蜂炮（元宵节特有民俗活动，数以万计鞭炮齐发，场面震撼）,台湾省,tainanshi,tns,24.086957,121.973871
新竹市,十八尖山（新竹市东区）/青草湖（新竹市东区）/香山湿地（新竹市香山区）,城隍庙（新竹市北区）/新竹市玻璃工艺博物馆（新竹市东区）/新竹市立影像博物馆（新竹市东区）/新竹市立美术馆（新竹市东区）,新竹市立动物园（新竹市东区）,新竹火车站（新竹市东区）/新竹市立体育馆（新竹市东区）/新竹市立文化中心（新竹市东区）/新竹市立图书馆（新竹市东区）/新竹市立音乐厅（新竹市东区）/新竹市立体育场（新竹市东区）/新竹市立游泳池（新竹市东区）/新竹市立网球场（新竹市东区）/新竹市立棒球场（新竹市东区）/新竹市立篮球场（新竹市东区）,新竹城隍庙夜市（新竹市北区）,南寮渔港（新竹市北区）,,,城隍庙（新竹市北区）,,台湾省,xinzhushi,xzs,24.739944,120.938579
嘉义市,阿里山森林游乐区（以日出、云海、森林铁路、晚霞和神木五奇著称，拥有丰富的生态资源和壮丽的自然景观。）/兰潭风景区（以兰潭水库为中心，风景优美，适合散步、骑行和欣赏夜景。）/嘉义市立植物园（拥有丰富的植物种类，是生态教育和休闲的好地方。）,嘉义市立博物馆（展示嘉义地区的历史、文化和自然生态，是了解嘉义的重要窗口。）/桧意森活村（由日式桧木建筑群改建而成，充满怀旧风情，是拍照和体验文化的好地方。）,嘉义市立动物园（小而精致的动物园，适合亲子同游，近距离观察各种动物。）/嘉义市立儿童乐园（专为儿童设计的游乐场所，提供各种游乐设施和活动。）/嘉义市立科学馆（通过互动展品和实验，激发儿童对科学的兴趣。）,嘉义公园（园内有射日塔、孔庙等历史建筑，是市民休闲的好去处，兼具自然与人文景观。）/嘉义铁道艺术村（由旧铁路仓库改造的艺术空间，经常举办展览和工作坊，充满创意氛围。）/嘉义市立美术馆（展示现代艺术作品，建筑本身也是艺术，是艺术爱好者的必访之地。）/嘉义市立棒球场（台湾重要的棒球场地之一，常有职业比赛举行，是体育迷的热门去处。）/嘉义市立音乐厅（举办各类音乐会和表演，是嘉义市的文化地标之一。）/嘉义市立图书馆（现代化的图书馆，提供丰富的图书资源和舒适的阅读环境。）/嘉义市立体育场（举办各类体育赛事和活动，是市民运动健身的重要场所。）/嘉义市立游泳池（设施完善的公共游泳池，适合游泳爱好者和家庭使用。）,文化路夜市（嘉义最著名的夜市之一，提供各种地道小吃如鸡肉饭、砂锅鱼头等。）,,,,嘉义城隍庙（历史悠久的庙宇，香火鼎盛，是当地信仰中心，建筑雕刻精美。）,,台湾省,jiayishi,jys,23.29,120.48
花莲县,太鲁阁国家公园（以雄伟的峡谷和断崖闻名，拥有丰富的自然景观和生态资源）/清水断崖（台湾八大奇景之一，悬崖峭壁与太平洋形成壮丽景观）/瑞穗牧场（以乳制品闻名，可体验牧场生活和品尝新鲜奶制品）/鲤鱼潭（花莲最大内陆湖，适合划船、骑行和徒步）/石梯坪（独特的海蚀平台景观，是地质观察和摄影的好地方）/云山水自然生态农庄（人工湖与落羽松构成的梦幻景观，适合拍照和放松）/赤柯山（以金针花海闻名，夏季满山遍野的金黄色花海极为壮观）/六十石山（另一处金针花海胜地，享有“台湾小瑞士”的美誉）/马太鞍湿地（阿美族传统渔猎区，拥有丰富的湿地生态和人文景观）,松园别馆（日治时期建筑，现为文化园区，可俯瞰花莲港）/林田山林场（台湾保存最完整的伐木基地，展现林业历史与文化）/花莲铁道文化园区（保存完整的窄轨铁路遗址，展示花莲铁路发展历史）,新光兆丰休闲农场（大型休闲农场，包含动物园、温泉和亲子游乐设施）/花莲海洋公园（结合海洋生物展示与游乐设施的综合性乐园）,花莲文化创意产业园区（旧酒厂改造的文化创意空间，常有展览和市集活动）/花莲港（台湾东部重要港口，可欣赏海景和船舶往来）,花莲东大门夜市（花莲最大夜市，汇集各种地方小吃和特色美食）,七星潭（以砾石海滩和清澈海水著称，适合观星和听涛）,,白鲍溪（以溯溪和生态体验闻名，溪水清澈见底）,庆修院（花莲唯一保存完好的日式佛寺，具有浓厚的历史文化氛围）,,台湾省,hualianxian,hlx,23.81,121.74
宜兰县,太平山国家森林游乐区（拥有原始森林、高山湖泊和丰富的动植物资源，是登山和观景的绝佳地点。）/龟山岛（独特的火山岛地貌，可观赏海豚、鲸鱼，并有丰富的海洋生态。）/五峰旗瀑布（三层瀑布景观，水流湍急，周围绿树成荫，是避暑胜地。）/冬山河亲水公园（以亲水活动为主题，适合划船、骑行和散步，风景优美。）/明池森林游乐区（高山湖泊与森林景观，气候凉爽，适合避暑和森林浴。）,宜兰设治纪念馆（日治时期的官署建筑，展示了宜兰的历史变迁和文化特色。）/国立传统艺术中心（展示台湾传统艺术、手工艺和民俗文化，适合文化体验。）/兰阳博物馆（建筑独特，展示宜兰的自然与人文历史，是了解兰阳文化的重要窗口。）,,,罗东夜市（宜兰最著名的夜市，提供各种地道小吃，如三星葱油饼、包心粉圆等。）/东门夜市（历史悠久的夜市，以多样化的美食和热闹的氛围吸引游客。）/三星葱文化馆（展示三星葱的种植历史和特色，可体验葱油饼制作。）,外澳沙滩（黑沙滩与蔚蓝海水形成鲜明对比，适合冲浪和日光浴。）/南方澳渔港（台湾重要的渔港之一，以新鲜海鲜和渔村风情闻名。）,礁溪温泉（台湾著名的温泉胜地，水质清澈，具有疗养功效。）/苏澳冷泉（世界罕见的低温碳酸泉，清凉舒爽，适合夏季泡汤。）,草岭古道（历史悠久的登山步道，沿途可欣赏山海美景和古道遗迹。）,礁溪协天庙（供奉关圣帝君，是当地重要的信仰中心，香火鼎盛。）,头城抢孤（独特的民俗活动，每年中元节举行，展现地方文化特色。）/宜兰国际童玩艺术节（大型国际文化交流活动，以童玩为主题，适合家庭参与。）,台湾省,yilanxian,ylx,24.67,122.06
屏东县,垦丁国家公园（台湾第一座国家公园，拥有丰富的海洋生态、珊瑚礁、热带森林和壮观的海岸线。）/鹅銮鼻公园（以灯塔闻名，拥有独特的珊瑚礁石灰岩地形和丰富的植物生态。）/佳乐水（以奇岩怪石和冲浪胜地著称，海岸线景色壮丽。）,恒春古城（台湾保存最完整的古城之一，拥有百年历史的城墙和城门。）,屏东海洋生物博物馆（亚洲最大的海洋生物博物馆，拥有丰富的海洋生物展示和互动体验。）,垦丁大街（垦丁最热闹的街道，聚集了各式餐厅、酒吧、商店和夜市。）,东港夜市（以海鲜闻名，提供新鲜的渔获和当地特色小吃。）,垦丁南湾（垦丁最受欢迎的海滩之一，适合游泳、日光浴和水上活动。）,四重溪温泉（台湾四大名泉之一，拥有优质的碳酸氢钠泉，适合放松身心。）,阿朗壹古道（台湾仅存的原始海岸古道，适合徒步和欣赏自然美景。）,万金圣母圣殿（台湾最古老的天主教堂之一，拥有独特的西班牙式建筑风格。）,恒春抢孤（台湾独特的传统民俗活动，每年中元节期间举行，充满刺激和挑战。）,台湾省,pingdonxian,pdx,22.8,120.68
澎湖县,七美双心石沪（玄武岩砌成的双心形石沪）/奎壁山摩西分海（退潮时海底步道浮现）/林投公园（澎湖最大的人造林与金色沙滩）/风柜听涛（玄武岩海蚀洞受浪潮冲击发出轰鸣声）,通梁古榕（树龄超过300年的老榕树）/二崁传统聚落（保存完整的闽南式古厝聚落）/澎湖海洋地质公园中心（展示玄武岩地质景观与海洋生态）/西屿西台（清朝李鸿章督建的军事古堡）/澎湖生活博物馆（展示澎湖移民史与渔村生活）,,澎湖跨海大桥（曾是东亚第一座深海大桥）,澎湖观光码头夜市（汇集小管面线、仙人掌冰等在地美食）,吉贝沙尾（长达800米的贝壳沙滩）/隘门沙滩（金色沙滩绵延3公里）,,,澎湖天后宫（台湾历史最悠久的妈祖庙）,澎湖国际海上花火节（每年4-6月举办，结合烟火表演与灯光秀）,台湾省,penghuxian,phx,23.34,119.34
乌鲁木齐市,天山天池（被誉为"瑶池仙境"的高山湖泊，雪山倒映、湖水清澈，是新疆著名避暑胜地）/水磨沟风景区（市区内的山水园林，融合自然溪流与人文古迹）/南山牧场（天山北坡的草原牧场，夏季可体验哈萨克族游牧文化）,新疆维吾尔自治区博物馆（展示新疆历史与多民族文化，藏有著名的"楼兰美女"干尸）/乌拉泊古城（唐代轮台城遗址，新疆保存最完好的古城之一）,,红山公园（城市中心标志性山地公园，拥有红山塔和远眺博格达峰的绝佳视角）/新疆国际大巴扎（世界规模最大的巴扎，集伊斯兰文化、建筑、商贸、娱乐于一体）/人民公园（百年历史城市公园，内有仿古建筑"朝阳阁"）,,,,丝绸之路滑雪场（国内三大滑雪场之一，拥有优质粉雪和冬季运动设施）,,二道桥民俗风情街（体验维吾尔族传统手工艺、歌舞和美食的文化街区）,新疆维吾尔自治区,wulumuqishi,wlmqs,43.825592,87.616848
吐鲁番市,火焰山（因《西游记》闻名，红色砂岩山体在烈日下如火焰燃烧，夏季地表温度可达70℃以上）/葡萄沟（绿洲与沙漠交织的峡谷，以盛产无核白葡萄闻名，维吾尔族民俗风情浓郁）/艾丁湖（中国大陆最低点（海拔-154米），盐湖与湿地共存的特殊生态系统）/库木塔格沙漠（世界唯一与城市相连的沙漠，金色沙丘与绿洲形成强烈视觉对比）/吐峪沟（红山峡谷中的千年麻扎村，保存完整的生土建筑群与伊斯兰圣地）,坎儿井民俗园（展示与长城、运河齐名的古代水利工程，完整保存了地下暗渠灌溉系统）/交河故城（世界文化遗产，唐代西域车师国的都城遗址，保存最完整的生土建筑城市）/高昌故城（西域最大古城遗址，曾是丝绸之路重镇，现存城墙、宫殿等夯土建筑群）/柏孜克里克千佛洞（西域佛教艺术瑰宝，现存壁画展现多种文化交融，部分被盗至海外）/吐鲁番博物馆（收藏大量干尸、文书等文物，完整记录丝绸之路文明交流史）/苏公塔（新疆现存最大古塔，清代建筑，砖砌几何图案体现伊斯兰建筑艺术）,,,吐鲁番夜市（集中体验烤全羊、手抓饭、葡萄干馕等维吾尔特色美食的夜间集市）,,,,,,新疆维吾尔自治区,tulufanshi,tlfs,42.951303,89.189752
伊犁哈萨克自治州,那拉提草原（世界四大草原之一）/果子沟大桥（新疆第一高桥）/赛里木湖（新疆海拔最高湖泊）/喀拉峻草原（世界自然遗产）/昭苏油菜花海（万亩花海）/库尔德宁（世界自然遗产）/伊犁薰衣草基地（中国最大薰衣草种植区）,霍尔果斯口岸（中哈重要陆路口岸）/惠远古城（清代伊犁将军府所在地）,,伊犁河大桥（伊犁河标志性建筑）/六星街（俄罗斯风情街区）,汉人街美食大巴扎（新疆各民族特色美食）,,,夏塔古道（丝绸之路险道）/那拉提滑雪场（新疆著名滑雪胜地）,,喀赞其民俗村（维吾尔族传统民居）/察布查尔锡伯族风情园（锡伯族西迁历史展示）,新疆维吾尔自治区,yilihasakezizhizhou,ylhskzzz,43.916823,81.324136
阿勒泰地区,喀纳斯湖（被誉为"人间仙境"，湖水随季节变色，四周环绕原始森林和雪山）/五彩滩（雅丹地貌与额尔齐斯河交汇，岩石呈现红、黄、紫等多彩色泽）/可可托海国家地质公园（以花岗岩峰林和峡谷河流景观著称，拥有"神钟山"等奇特地貌）/白沙湖（沙漠中的神奇湖泊，四周被白色沙山环绕，湖水清澈见底）/乌伦古湖（新疆第二大淡水湖，以"海上魔鬼城"雅丹地貌和候鸟栖息地闻名）/切木尔切克陨石群（世界第四大陨石群，散布着数百块铁陨石，最大者重达20吨）/三道海子（高山湖泊群，湖畔分布古代游牧民族大型石堆遗址）,禾木村（图瓦人聚居的古村落，保留原始木屋建筑和游牧文化）/草原石城（分布大量远古岩画和石堆墓，展现草原游牧民族历史遗迹）,,阿勒泰市桦林公园（市区内原始桦树林公园，秋季金黄一片，冬季可体验马拉雪橇）,中俄老码头风情街（融合俄罗斯建筑风格的夜市，以烤狗鱼、格瓦斯等特色美食著称）,,阿尔泰山温泉国家森林公园（高山温泉疗养胜地，泉水含多种矿物质，周边森林覆盖率达97%）,将军山滑雪场（全国优质滑雪场之一，雪质优良，适合各类滑雪爱好者）/可可托海国际滑雪场（拥有全国最长雪道（宝石大道），承办多项国际滑雪赛事）,,,新疆维吾尔自治区,aleitaidiqu,altdq,47.844924,88.141253
喀什地区,帕米尔高原（世界屋脊之一）/慕士塔格峰（海拔7509米）/喀拉库勒湖（高原湖泊）/奥依塔克冰川公园（低海拔现代冰川）/塔什库尔干河谷（帕米尔高原河谷）,喀什古城（伊斯兰文化街区）/香妃墓（乾隆香妃衣冠冢）/石头城遗址（丝绸之路驿站）/高台民居（600年历史民居群）/喀什民俗博物馆（维吾尔族文化展示）,,红其拉甫口岸（中巴边境口岸）,喀什老茶馆（百年历史）/喀什夜市（维吾尔族特色小吃）,,,,艾提尕尔清真寺（新疆最大清真寺）,喀什大巴扎（中亚最大集市）,新疆维吾尔自治区,kashidiqu,ksdq,39.47046,75.989741
克拉玛依市,黑油山（天然沥青丘，因原油长年外溢结成沥青丘而闻名，是克拉玛依油田的重要标志）/魔鬼城（雅丹地貌景观，因风蚀作用形成的奇特地形，夜晚风声如魔鬼嚎叫而得名）/克拉玛依河（人工河流，两岸绿树成荫，是市民休闲散步的好去处）/乌尔禾胡杨林（秋季胡杨林金黄一片，景色壮美，是摄影爱好者的天堂）/白杨河大峡谷（峡谷内有白杨河蜿蜒流过，两岸风景秀丽，适合徒步和观光）,克拉玛依博物馆（展示克拉玛依油田开发历史和城市发展历程，具有丰富的石油文化内涵）/一号井（克拉玛依油田的第一口油井，标志着克拉玛依油田的诞生）,,世纪公园（城市中心的大型公园，环境优美，是市民休闲娱乐的主要场所）,,,,克拉玛依大峡谷（壮观的峡谷地貌，适合徒步和摄影，是户外爱好者的理想目的地）,,,新疆维吾尔自治区,kelamayishi,klmys,45.579888,84.889207
巴音郭楞蒙古自治州,巴音布鲁克草原（和静县西北部：中国第二大草原，九曲十八弯的开都河日落奇观）/博斯腾湖（博湖县：中国最大内陆淡水湖，芦苇湿地与沙漠共存的独特景观）/塔里木胡杨林（轮台县：世界面积最大的原始胡杨林，秋季金色林海壮观）/阿尔金山自然保护区（若羌县南部：中国四大无人区之一，高原生态系统与野生动植物宝库）/红蝶谷（和硕县：罕见红色蝴蝶栖息地，夏季万千红蝶飞舞奇观）,铁门关（库尔勒市北郊：古代丝绸之路咽喉要道，现存关隘遗址与摩崖石刻）/楼兰古城遗址（若羌县罗布泊西岸：丝绸之路著名古城，神秘消失的楼兰文明见证）/七个星佛寺遗址（焉耆县七个星镇：唐代西域佛教中心遗址，现存石窟与寺院遗迹）,,孔雀河风情带（库尔勒市区：穿城而过的滨河景观带，夜景灯光与音乐喷泉秀）/塔里木河大桥（尉犁县：跨越中国最长内陆河的标志性建筑，胡杨林观景平台）,库尔勒香梨园（库尔勒周边：中国国家地理标志产品产地，可体验香梨采摘与特色梨宴）,,巩乃斯国家森林公园（和静县：天山深处的天然氧吧，温泉与森林疗愈胜地）,塔克拉玛干沙漠公路（轮台县至民丰县：世界最长流动沙漠公路，自驾穿越死亡之海的极限体验）,巴仑台黄庙（和静县巴仑台镇：新疆最大藏传佛教寺庙，蒙古族宗教文化中心）,罗布人村寨（尉犁县：展示罗布泊原住民文化，沙漠、胡杨与民俗结合的活态博物馆）,新疆维吾尔自治区,bayinguolengmengguzizhizhou,byglmgzzz,41.764115,86.145297
阿克苏地区,天山神秘大峡谷（红色砂岩峡谷，奇峰异石，被誉为"地球上最后的秘境"）/温宿大峡谷（雅丹地貌与丹霞地貌结合，色彩斑斓，气势恢宏）/托木尔峰（天山最高峰，冰川景观壮丽，生物多样性丰富）/塔里木河胡杨林（世界最大的原始胡杨林，秋季金黄一片极为壮观）/克孜尔魔鬼城（风蚀地貌形成的"魔鬼城"，造型奇特如同迷宫）/天山神木园（千年古树群，传说与伊斯兰教圣人有关的神圣之地）,克孜尔千佛洞（中国最早的大型佛教石窟群，壁画艺术价值极高）/库车王府（融合中原文化和伊斯兰文化的宫殿建筑，末代库车王居所）/阿克苏博物馆（展示阿克苏地区历史、文化和自然资源的综合性博物馆）/苏巴什古城（唐代著名佛教遗址，玄奘取经途经之地）,,多浪公园（城市中心绿地，融合多浪文化元素的综合性公园）,阿克苏老街（传统维吾尔风情街区，集中了当地特色美食和手工艺品）,,,,库车大寺（新疆第二大清真寺，伊斯兰建筑风格独特）,库车大巴扎（南疆著名集市，体验维吾尔族传统商贸文化和民俗）,新疆维吾尔自治区,akesudiqu,aksdq,41.168779,80.260605
塔城地区,巴尔鲁克山（裕民县）：巴尔鲁克山是塔城地区著名的自然风景区，拥有丰富的植被和野生动物资源，山势雄伟，景色壮丽。,塔城红楼（塔城市）：塔城红楼是新疆保存最完整的俄式建筑之一，具有浓厚的历史文化底蕴，现为塔城地区博物馆。,,巴克图口岸（塔城市）：巴克图口岸是中国与哈萨克斯坦的重要通商口岸，具有独特的边境风情和商贸文化。,塔城风干肉（塔城市）：塔城风干肉是当地特色美食，采用传统工艺制作，风味独特，深受游客喜爱。,,温泉县温泉（温泉县）：温泉县温泉水质优良，富含多种矿物质，具有很好的疗养和保健效果。,塔尔巴哈台山（塔城市）：塔尔巴哈台山是登山和徒步爱好者的理想之地，山势险峻，风景优美。,塔城清真寺（塔城市）：塔城清真寺是当地穆斯林的重要宗教场所，建筑风格独特，具有浓厚的伊斯兰文化氛围。,塔城哈萨克族民俗文化村（塔城市）：塔城哈萨克族民俗文化村展示了哈萨克族的传统生活方式和文化习俗，游客可以体验民族风情。,新疆维吾尔自治区,tachengdiqu,tcdq,46.745364,82.980316
哈密地区,巴里坤湖（新疆最大的咸水湖之一，湖面辽阔，四周草原环绕，是观鸟和摄影的绝佳地点）/哈密魔鬼城（雅丹地貌形成的风蚀城堡群，形态诡异壮观，被誉为"西域奇观"）/白石头风景区（以巨型白色花岗岩闻名，雪山、草原与奇石相映成趣，夏季避暑胜地）/庙尔沟（峡谷内溪流清澈，秋季红叶漫山，是徒步与摄影的秘境）,哈密回王陵（清代哈密历代回王的陵墓群，融合了伊斯兰与汉式建筑风格，具有重要历史价值）/哈密博物馆（展示哈密地区历史文物与丝绸之路文化，包括干尸、青铜器等珍贵藏品）/拉甫却克古城（唐代古城遗址，现存城墙与建筑基址，见证丝绸之路的繁荣）,,,哈密瓜园（著名的哈密瓜原产地，可体验瓜田采摘和品尝正宗哈密瓜）,,,哈密东天山滑雪场（冬季滑雪胜地，拥有天然雪道和完善的滑雪设施）,,十二木卡姆传承中心（以维吾尔族传统音乐"十二木卡姆"为主题，展示非遗文化与民俗表演）,新疆维吾尔自治区,hamidiqv,hmdq,42.819541,93.515224
和田地区,昆仑山大峡谷（壮丽的峡谷地貌，雪山与河流交相辉映，是摄影和徒步爱好者的天堂）/玉龙喀什河（以盛产和田玉闻名，河床中可捡拾玉石，吸引众多游客）/乌鲁瓦提风景区（集山水、沙漠、绿洲于一体的自然景观，风景如画）/和田核桃王树（树龄达1300多年的核桃古树，被誉为"核桃之王"，枝叶繁茂）/慕士山（昆仑山脉高峰之一，终年积雪，是登山爱好者的挑战之地）/喀拉喀什河（河流两岸风景秀丽，是休闲垂钓和观光的好去处）,和田博物馆（展示和田地区丰富的历史文物，包括古代丝绸之路的珍贵遗存）/热瓦克佛寺遗址（古代佛教遗址，见证了和田地区佛教文化的繁荣）/尼雅遗址（古代精绝国遗址，被誉为"东方庞贝"，具有极高的考古价值）,,和田团城（具有浓郁民族特色的老城区，建筑风格独特，充满历史韵味）/和田玉石巴扎（和田玉交易市场，可购买到各种品质的和田玉制品）,和田夜市（汇集了和田地区各种特色美食，如烤全羊、和田大枣、烤包子等）,,,和田沙漠公路（穿越塔克拉玛干沙漠的公路，适合自驾探险，感受沙漠壮丽景色）,,艾德莱斯绸手工作坊（展示传统艾德莱斯绸制作工艺，可体验民族纺织技艺）/和田地毯厂（展示和田传统地毯制作工艺，可购买精美手工地毯）,新疆维吾尔自治区,hetiandiqu,htdq,37.114157,79.922211
昆明市,石林风景区（世界自然遗产）/滇池/西山森林公园/九乡溶洞/东川红土地/昆明植物园,金马碧鸡坊/官渡古镇/大观楼/云南省博物馆,云南野生动物园/七彩云南欢乐世界,翠湖公园/昆明世博园/昆明老街/斗南花市,,,安宁温泉,轿子雪山,圆通寺,云南民族村,云南省,kunmingshi,kms,24.880095,102.832891
丽江市,玉龙雪山（北半球最南的大雪山，以险、奇、美、秀著称，拥有冰川公园、蓝月谷等景观）/泸沽湖（高原淡水湖泊，摩梭人母系氏族文化发源地，以"女儿国"和走婚习俗闻名）/老君山国家公园（丹霞地貌奇观，拥有"九十九龙潭"高山湖泊群和原始森林）/拉市海（高原湿地自然保护区，冬季观鸟胜地，可体验骑马划船）/观音峡（峡谷地貌与茶马古道遗迹结合，有玻璃栈道和滑道体验）,丽江古城（世界文化遗产，保存完好的少数民族古城，融合纳西族建筑风格与茶马古道文化）/束河古镇（茶马古道上的重要驿站，比丽江古城更宁静，保留原始纳西民居风貌）/木府（纳西族土司衙门，被誉为"丽江紫禁城"，展现明代中原与少数民族建筑融合）/白沙古镇（纳西族古都，保存大量明代壁画和原生态纳西村落）,,黑龙潭公园（丽江古城水系的源头，可远眺玉龙雪山倒影，融合园林与纳西文化）/四方街（古城核心商业区，石板路辐射四方，夜晚有纳西族打跳表演）,,,虎跳峡（世界最深峡谷之一，以险峻著称，适合徒步和探险）,玉水寨（东巴教圣地，泉水清澈，保留传统东巴祭祀仪式和建筑）,东巴谷（展示纳西族东巴文化的生态峡谷，有民俗表演和手工艺体验）/丽江千古情景区（以大型歌舞《丽江千古情》为核心，展现纳西族文化与传说）,,云南省,lijiangshi,ljs,26.855047,100.22775
大理白族自治州,洱海（高原淡水湖泊，风光旖旎，四季景色各异，是摄影和骑行爱好者的天堂）/苍山（十九峰十八溪，山顶终年积雪，拥有丰富的植被和地质景观）/蝴蝶泉（泉水清澈见底，每年蝴蝶会时成千上万只蝴蝶聚集，形成奇观）/南诏风情岛（洱海中的小岛，拥有丰富的南诏文化和自然景观）/石门关（峡谷地貌，险峻壮观，拥有瀑布和原始森林景观）/茈碧湖（高原湖泊，湖水清澈，湖畔有丰富的湿地和鸟类资源）/大理大学樱花谷（春季樱花盛开时，形成壮观的花海景观）,崇圣寺三塔（南诏国时期的佛教寺庙遗址，三塔鼎立，是大理的标志性建筑）/大理古城（始建于明代的古城，保留了大量白族传统建筑和文化风貌）/双廊古镇（洱海东岸的古老渔村，以白族民居和湖光山色闻名）/喜洲古镇（保存完好的白族古镇，以严家大院和传统扎染工艺著称）/大理白族自治州博物馆（展示大理地区历史、文化和白族民俗的综合性博物馆）/沙溪古镇（茶马古道上的重要驿站，保留了大量明清时期的古建筑）/巍山古城（南诏国发源地，古城风貌保存完好，充满历史韵味）,天龙八部影视城（以金庸武侠小说为主题的影视拍摄基地，还原了宋代大理国的风貌）,大理洋人街（古城内的步行街，充满异国情调，聚集了众多酒吧、咖啡馆和手工艺品店）,,,大理地热国（以温泉为主题的度假区，拥有多种温泉池和休闲设施）,,鸡足山（佛教名山，迦叶道场，拥有众多寺庙和佛教文化遗迹）,大理三月街（白族传统节日集市，每年农历三月举行，有赛马、歌舞等民俗活动）/周城村（白族扎染之乡，可以体验传统扎染工艺和民俗文化）,云南省,dalibaizuzizhizhou,dlbzzzz,25.606486,100.267638
西双版纳傣族自治州,中国科学院西双版纳热带植物园（中国面积最大、收集物种最丰富的植物园，拥有13000多种热带植物）/野象谷（中国唯一能安全观测亚洲野象的景区，设有高空观象栈道和象群活动展示区）/热带雨林谷（原始沟谷雨林秘境，有绞杀榕、空中花园等奇特生态景观）,曼听公园（傣王御花园遗址，融合了傣族皇家文化与佛教建筑，晚间有民族歌舞表演）,,告庄西双景（傣泰风格建筑群，核心景观为大金塔和星光夜市，展现东南亚风情）,星光夜市（东南亚规模最大的夜市，汇集傣味烧烤、热带水果等特色小吃）,,勐远仙境（喀斯特地貌与热带雨林结合，提供溶洞疗愈、雨林瑜伽等项目）,望天树景区（拥有世界级空中树冠走廊，可在36米高空徒步穿越热带雨林）/澜沧江漂流（中缅边境的激情漂流，全程16公里，穿越热带雨林峡谷）,勐泐大佛寺（西双版纳最大佛教寺院，拥有49米高的南传大金塔和东南亚风格建筑群）/总佛寺（西双版纳最高等级佛寺，建筑金碧辉煌，保存有贝叶经等文物）,基诺山寨（基诺族文化展示地，可体验狩猎文化、大鼓舞等非遗项目）/傣族园（由五个傣寨组成，每天举行泼水节活动，展示传统民居和制陶技艺）/勐巴拉娜西歌舞秀（大型民族歌舞表演，展现傣族、哈尼族等六大民族风情）,云南省,xishuangbannadaizuzizhizhou,xsbndzzzz,22.009113,100.796984
